placename,year_month,common_name,n_detections,sampling_days
BCAM1,2024-06,Bobcat,9,30
BCAM1,2024-06,Coyote,0,30
BCAM1,2024-06,Domestic Dog,0,30
BCAM1,2024-06,Human,0,30
BCAM1,2024-06,Human-Camera Trapper,0,30
BCAM1,2024-06,Mule Deer,6,30
BCAM1,2024-06,North American River Otter,0,30
BCAM1,2024-06,Northern Elephant Seal,0,30
BCAM1,2024-06,Northern Raccoon,0,30
BCAM1,2024-06,Striped Skunk,0,30
BCAM1,2024-06,Brush Rabbit,0,30
BCAM1,2024-06,Californian Sea Lion,0,30
BCAM1,2024-06,Domestic Cattle,0,30
BCAM1,2024-06,Elk,0,30
BCAM1,2024-06,Black-tailed Jackrabbit,0,30
BCAM1,2024-07,American Badger,0,31
BCAM1,2024-07,Bobcat,10,31
BCAM1,2024-07,Coyote,2,31
BCAM1,2024-07,Domestic Dog,0,31
BCAM1,2024-07,Human,0,31
BCAM1,2024-07,Human-Camera Trapper,0,31
BCAM1,2024-07,Mule Deer,9,31
BCAM1,2024-07,North American River Otter,0,31
BCAM1,2024-07,Northern Elephant Seal,0,31
BCAM1,2024-07,Northern Raccoon,0,31
BCAM1,2024-07,Striped Skunk,0,31
BCAM1,2024-07,Brush Rabbit,0,31
BCAM1,2024-07,Californian Sea Lion,0,31
BCAM1,2024-07,Domestic Cattle,0,31
BCAM1,2024-07,Elk,0,31
BCAM1,2024-07,Black-tailed Jackrabbit,0,31
BCAM1,2024-09,American Badger,0,30
BCAM1,2024-09,Bobcat,3,30
BCAM1,2024-09,Coyote,0,30
BCAM1,2024-09,Domestic Dog,0,30
BCAM1,2024-09,Human,14,30
BCAM1,2024-09,Human-Camera Trapper,1,30
BCAM1,2024-09,Mule Deer,10,30
BCAM1,2024-09,North American River Otter,0,30
BCAM1,2024-09,Northern Elephant Seal,0,30
BCAM1,2024-09,Northern Raccoon,1,30
BCAM1,2024-09,Striped Skunk,0,30
BCAM1,2024-09,Brush Rabbit,0,30
BCAM1,2024-09,Californian Sea Lion,0,30
BCAM1,2024-09,Domestic Cattle,0,30
BCAM1,2024-09,Elk,0,30
BCAM1,2024-09,Black-tailed Jackrabbit,0,30
BCAM1,2024-11,American Badger,0,30
BCAM1,2024-11,Bobcat,1,30
BCAM1,2024-11,Coyote,1,30
BCAM1,2024-11,Domestic Dog,0,30
BCAM1,2024-11,Human,6,30
BCAM1,2024-11,Human-Camera Trapper,1,30
BCAM1,2024-11,Mule Deer,9,30
BCAM1,2024-11,North American River Otter,2,30
BCAM1,2024-11,Northern Elephant Seal,0,30
BCAM1,2024-11,Northern Raccoon,5,30
BCAM1,2024-11,Striped Skunk,0,30
BCAM1,2024-11,Brush Rabbit,0,30
BCAM1,2024-11,Californian Sea Lion,0,30
BCAM1,2024-11,Domestic Cattle,0,30
BCAM1,2024-11,Elk,0,30
BCAM1,2024-11,Black-tailed Jackrabbit,0,30
BCAM1,2024-12,American Badger,0,31
BCAM1,2024-12,Bobcat,1,31
BCAM1,2024-12,Coyote,3,31
BCAM1,2024-12,Domestic Dog,0,31
BCAM1,2024-12,Human,0,31
BCAM1,2024-12,Human-Camera Trapper,0,31
BCAM1,2024-12,Mule Deer,0,31
BCAM1,2024-12,North American River Otter,0,31
BCAM1,2024-12,Northern Elephant Seal,2,31
BCAM1,2024-12,Northern Raccoon,4,31
BCAM1,2024-12,Striped Skunk,1,31
BCAM1,2024-12,Brush Rabbit,0,31
BCAM1,2024-12,Californian Sea Lion,0,31
BCAM1,2024-12,Domestic Cattle,0,31
BCAM1,2024-12,Elk,0,31
BCAM1,2024-12,Black-tailed Jackrabbit,0,31
BCAM1,2025-09,American Badger,0,17
BCAM1,2025-09,Bobcat,7,17
BCAM1,2025-09,Coyote,0,17
BCAM1,2025-09,Domestic Dog,0,17
BCAM1,2025-09,Human,4,17
BCAM1,2025-09,Human-Camera Trapper,1,17
BCAM1,2025-09,Mule Deer,7,17
BCAM1,2025-09,North American River Otter,0,17
BCAM1,2025-09,Northern Elephant Seal,0,17
BCAM1,2025-09,Northern Raccoon,0,17
BCAM1,2025-09,Striped Skunk,2,17
BCAM1,2025-09,Brush Rabbit,0,17
BCAM1,2025-09,Californian Sea Lion,0,17
BCAM1,2025-09,Domestic Cattle,0,17
BCAM1,2025-09,Elk,0,17
BCAM1,2025-09,Black-tailed Jackrabbit,0,17
BCAM1,2022-12,American Badger,0,10
BCAM1,2022-12,Bobcat,0,10
BCAM1,2022-12,Coyote,3,10
BCAM1,2022-12,Domestic Dog,0,10
BCAM1,2022-12,Human,0,10
BCAM1,2022-12,Human-Camera Trapper,0,10
BCAM1,2022-12,Mule Deer,0,10
BCAM1,2022-12,North American River Otter,0,10
BCAM1,2022-12,Northern Elephant Seal,1,10
BCAM1,2022-12,Northern Raccoon,0,10
BCAM1,2022-12,Striped Skunk,0,10
BCAM1,2022-12,Brush Rabbit,0,10
BCAM1,2022-12,Californian Sea Lion,0,10
BCAM1,2022-12,Domestic Cattle,0,10
BCAM1,2022-12,Elk,0,10
BCAM1,2022-12,Black-tailed Jackrabbit,0,10
BCAM1,2023-01,American Badger,0,31
BCAM1,2023-01,Bobcat,0,31
BCAM1,2023-01,Coyote,3,31
BCAM1,2023-01,Domestic Dog,0,31
BCAM1,2023-01,Human,0,31
BCAM1,2023-01,Human-Camera Trapper,0,31
BCAM1,2023-01,Mule Deer,0,31
BCAM1,2023-01,North American River Otter,0,31
BCAM1,2023-01,Northern Elephant Seal,4,31
BCAM1,2023-01,Northern Raccoon,0,31
BCAM1,2023-01,Striped Skunk,0,31
BCAM1,2023-01,Brush Rabbit,0,31
BCAM1,2023-01,Californian Sea Lion,0,31
BCAM1,2023-01,Domestic Cattle,0,31
BCAM1,2023-01,Elk,0,31
BCAM1,2023-01,Black-tailed Jackrabbit,0,31
BCAM1,2023-02,American Badger,0,28
BCAM1,2023-02,Bobcat,0,28
BCAM1,2023-02,Coyote,2,28
BCAM1,2023-02,Domestic Dog,0,28
BCAM1,2023-02,Human,0,28
BCAM1,2023-02,Human-Camera Trapper,0,28
BCAM1,2023-02,Mule Deer,0,28
BCAM1,2023-02,North American River Otter,0,28
BCAM1,2023-02,Northern Elephant Seal,24,28
BCAM1,2023-02,Northern Raccoon,0,28
BCAM1,2023-02,Striped Skunk,0,28
BCAM1,2023-02,Brush Rabbit,0,28
BCAM1,2023-02,Californian Sea Lion,0,28
BCAM1,2023-02,Domestic Cattle,0,28
BCAM1,2023-02,Elk,0,28
BCAM1,2023-02,Black-tailed Jackrabbit,0,28
BCAM1,2023-03,American Badger,0,10
BCAM1,2023-03,Bobcat,0,10
BCAM1,2023-03,Coyote,6,10
BCAM1,2023-03,Domestic Dog,0,10
BCAM1,2023-03,Human,0,10
BCAM1,2023-03,Human-Camera Trapper,0,10
BCAM1,2023-03,Mule Deer,0,10
BCAM1,2023-03,North American River Otter,0,10
BCAM1,2023-03,Northern Elephant Seal,3,10
BCAM1,2023-03,Northern Raccoon,0,10
BCAM1,2023-03,Striped Skunk,0,10
BCAM1,2023-03,Brush Rabbit,0,10
BCAM1,2023-03,Californian Sea Lion,0,10
BCAM1,2023-03,Domestic Cattle,0,10
BCAM1,2023-03,Elk,0,10
BCAM1,2023-03,Black-tailed Jackrabbit,0,10
BCAM1,2024-01,American Badger,0,19
BCAM1,2024-01,Bobcat,0,19
BCAM1,2024-01,Coyote,7,19
BCAM1,2024-01,Domestic Dog,0,19
BCAM1,2024-01,Human,0,19
BCAM1,2024-01,Human-Camera Trapper,0,19
BCAM1,2024-01,Mule Deer,0,19
BCAM1,2024-01,North American River Otter,0,19
BCAM1,2024-01,Northern Elephant Seal,43,19
BCAM1,2024-01,Northern Raccoon,0,19
BCAM1,2024-01,Striped Skunk,0,19
BCAM1,2024-01,Brush Rabbit,0,19
BCAM1,2024-01,Californian Sea Lion,0,19
BCAM1,2024-01,Domestic Cattle,0,19
BCAM1,2024-01,Elk,0,19
BCAM1,2024-01,Black-tailed Jackrabbit,0,19
BCAM1,2024-02,American Badger,0,10
BCAM1,2024-02,Bobcat,0,10
BCAM1,2024-02,Coyote,1,10
BCAM1,2024-02,Domestic Dog,0,10
BCAM1,2024-02,Human,0,10
BCAM1,2024-02,Human-Camera Trapper,0,10
BCAM1,2024-02,Mule Deer,0,10
BCAM1,2024-02,North American River Otter,0,10
BCAM1,2024-02,Northern Elephant Seal,43,10
BCAM1,2024-02,Northern Raccoon,0,10
BCAM1,2024-02,Striped Skunk,0,10
BCAM1,2024-02,Brush Rabbit,0,10
BCAM1,2024-02,Californian Sea Lion,0,10
BCAM1,2024-02,Domestic Cattle,0,10
BCAM1,2024-02,Elk,0,10
BCAM1,2024-02,Black-tailed Jackrabbit,0,10
BCAM1,2024-03,American Badger,0,23
BCAM1,2024-03,Bobcat,0,23
BCAM1,2024-03,Coyote,1,23
BCAM1,2024-03,Domestic Dog,0,23
BCAM1,2024-03,Human,0,23
BCAM1,2024-03,Human-Camera Trapper,0,23
BCAM1,2024-03,Mule Deer,0,23
BCAM1,2024-03,North American River Otter,0,23
BCAM1,2024-03,Northern Elephant Seal,161,23
BCAM1,2024-03,Northern Raccoon,0,23
BCAM1,2024-03,Striped Skunk,0,23
BCAM1,2024-03,Brush Rabbit,0,23
BCAM1,2024-03,Californian Sea Lion,0,23
BCAM1,2024-03,Domestic Cattle,0,23
BCAM1,2024-03,Elk,0,23
BCAM1,2024-03,Black-tailed Jackrabbit,0,23
BCAM1,2024-10,American Badger,0,31
BCAM1,2024-10,Bobcat,0,31
BCAM1,2024-10,Coyote,3,31
BCAM1,2024-10,Domestic Dog,0,31
BCAM1,2024-10,Human,20,31
BCAM1,2024-10,Human-Camera Trapper,2,31
BCAM1,2024-10,Mule Deer,12,31
BCAM1,2024-10,North American River Otter,0,31
BCAM1,2024-10,Northern Elephant Seal,0,31
BCAM1,2024-10,Northern Raccoon,3,31
BCAM1,2024-10,Striped Skunk,0,31
BCAM1,2024-10,Brush Rabbit,0,31
BCAM1,2024-10,Californian Sea Lion,0,31
BCAM1,2024-10,Domestic Cattle,0,31
BCAM1,2024-10,Elk,0,31
BCAM1,2024-10,Black-tailed Jackrabbit,0,31
BCAM1,2025-01,American Badger,0,31
BCAM1,2025-01,Bobcat,0,31
BCAM1,2025-01,Coyote,7,31
BCAM1,2025-01,Domestic Dog,0,31
BCAM1,2025-01,Human,0,31
BCAM1,2025-01,Human-Camera Trapper,0,31
BCAM1,2025-01,Mule Deer,0,31
BCAM1,2025-01,North American River Otter,0,31
BCAM1,2025-01,Northern Elephant Seal,11,31
BCAM1,2025-01,Northern Raccoon,0,31
BCAM1,2025-01,Striped Skunk,0,31
BCAM1,2025-01,Brush Rabbit,0,31
BCAM1,2025-01,Californian Sea Lion,0,31
BCAM1,2025-01,Domestic Cattle,0,31
BCAM1,2025-01,Elk,0,31
BCAM1,2025-01,Black-tailed Jackrabbit,0,31
BCAM1,2025-02,American Badger,0,28
BCAM1,2025-02,Bobcat,0,28
BCAM1,2025-02,Coyote,8,28
BCAM1,2025-02,Domestic Dog,0,28
BCAM1,2025-02,Human,0,28
BCAM1,2025-02,Human-Camera Trapper,0,28
BCAM1,2025-02,Mule Deer,0,28
BCAM1,2025-02,North American River Otter,0,28
BCAM1,2025-02,Northern Elephant Seal,26,28
BCAM1,2025-02,Northern Raccoon,0,28
BCAM1,2025-02,Striped Skunk,0,28
BCAM1,2025-02,Brush Rabbit,0,28
BCAM1,2025-02,Californian Sea Lion,0,28
BCAM1,2025-02,Domestic Cattle,0,28
BCAM1,2025-02,Elk,0,28
BCAM1,2025-02,Black-tailed Jackrabbit,0,28
BCAM1,2025-10,American Badger,0,20
BCAM1,2025-10,Bobcat,0,20
BCAM1,2025-10,Coyote,4,20
BCAM1,2025-10,Domestic Dog,0,20
BCAM1,2025-10,Human,3,20
BCAM1,2025-10,Human-Camera Trapper,1,20
BCAM1,2025-10,Mule Deer,8,20
BCAM1,2025-10,North American River Otter,1,20
BCAM1,2025-10,Northern Elephant Seal,0,20
BCAM1,2025-10,Northern Raccoon,1,20
BCAM1,2025-10,Striped Skunk,1,20
BCAM1,2025-10,Brush Rabbit,0,20
BCAM1,2025-10,Californian Sea Lion,0,20
BCAM1,2025-10,Domestic Cattle,0,20
BCAM1,2025-10,Elk,0,20
BCAM1,2025-10,Black-tailed Jackrabbit,0,20
BCAM1,2023-11,American Badger,0,4
BCAM1,2023-11,Bobcat,0,4
BCAM1,2023-11,Coyote,0,4
BCAM1,2023-11,Domestic Dog,0,4
BCAM1,2023-11,Human,0,4
BCAM1,2023-11,Human-Camera Trapper,1,4
BCAM1,2023-11,Mule Deer,0,4
BCAM1,2023-11,North American River Otter,0,4
BCAM1,2023-11,Northern Elephant Seal,0,4
BCAM1,2023-11,Northern Raccoon,0,4
BCAM1,2023-11,Striped Skunk,1,4
BCAM1,2023-11,Brush Rabbit,0,4
BCAM1,2023-11,Californian Sea Lion,0,4
BCAM1,2023-11,Domestic Cattle,0,4
BCAM1,2023-11,Elk,0,4
BCAM1,2023-11,Black-tailed Jackrabbit,0,4
BCAM1,2025-03,American Badger,0,31
BCAM1,2025-03,Bobcat,0,31
BCAM1,2025-03,Coyote,0,31
BCAM1,2025-03,Domestic Dog,0,31
BCAM1,2025-03,Human,0,31
BCAM1,2025-03,Human-Camera Trapper,0,31
BCAM1,2025-03,Mule Deer,0,31
BCAM1,2025-03,North American River Otter,0,31
BCAM1,2025-03,Northern Elephant Seal,78,31
BCAM1,2025-03,Northern Raccoon,0,31
BCAM1,2025-03,Striped Skunk,0,31
BCAM1,2025-03,Brush Rabbit,0,31
BCAM1,2025-03,Californian Sea Lion,0,31
BCAM1,2025-03,Domestic Cattle,0,31
BCAM1,2025-03,Elk,0,31
BCAM1,2025-03,Black-tailed Jackrabbit,0,31
BCAM10,2023-11,American Badger,0,26
BCAM10,2023-11,Bobcat,8,26
BCAM10,2023-11,Coyote,8,26
BCAM10,2023-11,Domestic Dog,0,26
BCAM10,2023-11,Human,0,26
BCAM10,2023-11,Human-Camera Trapper,0,26
BCAM10,2023-11,Mule Deer,2,26
BCAM10,2023-11,North American River Otter,0,26
BCAM10,2023-11,Northern Elephant Seal,0,26
BCAM10,2023-11,Northern Raccoon,35,26
BCAM10,2023-11,Striped Skunk,7,26
BCAM10,2023-11,Brush Rabbit,0,26
BCAM10,2023-11,Californian Sea Lion,0,26
BCAM10,2023-11,Domestic Cattle,0,26
BCAM10,2023-11,Elk,0,26
BCAM10,2023-11,Black-tailed Jackrabbit,0,26
BCAM10,2023-12,American Badger,0,21
BCAM10,2023-12,Bobcat,7,21
BCAM10,2023-12,Coyote,9,21
BCAM10,2023-12,Domestic Dog,0,21
BCAM10,2023-12,Human,0,21
BCAM10,2023-12,Human-Camera Trapper,0,21
BCAM10,2023-12,Mule Deer,1,21
BCAM10,2023-12,North American River Otter,0,21
BCAM10,2023-12,Northern Elephant Seal,13,21
BCAM10,2023-12,Northern Raccoon,16,21
BCAM10,2023-12,Striped Skunk,1,21
BCAM10,2023-12,Brush Rabbit,1,21
BCAM10,2023-12,Californian Sea Lion,0,21
BCAM10,2023-12,Domestic Cattle,0,21
BCAM10,2023-12,Elk,0,21
BCAM10,2023-12,Black-tailed Jackrabbit,0,21
BCAM11,2023-11,American Badger,1,30
BCAM11,2023-11,Bobcat,3,30
BCAM11,2023-11,Coyote,9,30
BCAM11,2023-11,Domestic Dog,0,30
BCAM11,2023-11,Human,0,30
BCAM11,2023-11,Human-Camera Trapper,1,30
BCAM11,2023-11,Mule Deer,13,30
BCAM11,2023-11,North American River Otter,0,30
BCAM11,2023-11,Northern Elephant Seal,0,30
BCAM11,2023-11,Northern Raccoon,4,30
BCAM11,2023-11,Striped Skunk,3,30
BCAM11,2023-11,Brush Rabbit,0,30
BCAM11,2023-11,Californian Sea Lion,0,30
BCAM11,2023-11,Domestic Cattle,0,30
BCAM11,2023-11,Elk,0,30
BCAM11,2023-11,Black-tailed Jackrabbit,0,30
BCAM11,2023-12,American Badger,1,31
BCAM11,2023-12,Bobcat,2,31
BCAM11,2023-12,Coyote,4,31
BCAM11,2023-12,Domestic Dog,0,31
BCAM11,2023-12,Human,0,31
BCAM11,2023-12,Human-Camera Trapper,0,31
BCAM11,2023-12,Mule Deer,1,31
BCAM11,2023-12,North American River Otter,0,31
BCAM11,2023-12,Northern Elephant Seal,0,31
BCAM11,2023-12,Northern Raccoon,0,31
BCAM11,2023-12,Striped Skunk,0,31
BCAM11,2023-12,Brush Rabbit,0,31
BCAM11,2023-12,Californian Sea Lion,0,31
BCAM11,2023-12,Domestic Cattle,0,31
BCAM11,2023-12,Elk,0,31
BCAM11,2023-12,Black-tailed Jackrabbit,0,31
BCAM11,2023-09,American Badger,0,26
BCAM11,2023-09,Bobcat,2,26
BCAM11,2023-09,Coyote,2,26
BCAM11,2023-09,Domestic Dog,0,26
BCAM11,2023-09,Human,1,26
BCAM11,2023-09,Human-Camera Trapper,3,26
BCAM11,2023-09,Mule Deer,18,26
BCAM11,2023-09,North American River Otter,0,26
BCAM11,2023-09,Northern Elephant Seal,0,26
BCAM11,2023-09,Northern Raccoon,1,26
BCAM11,2023-09,Striped Skunk,0,26
BCAM11,2023-09,Brush Rabbit,0,26
BCAM11,2023-09,Californian Sea Lion,0,26
BCAM11,2023-09,Domestic Cattle,0,26
BCAM11,2023-09,Elk,0,26
BCAM11,2023-09,Black-tailed Jackrabbit,0,26
BCAM11,2023-10,American Badger,0,27
BCAM11,2023-10,Bobcat,3,27
BCAM11,2023-10,Coyote,11,27
BCAM11,2023-10,Domestic Dog,0,27
BCAM11,2023-10,Human,4,27
BCAM11,2023-10,Human-Camera Trapper,1,27
BCAM11,2023-10,Mule Deer,14,27
BCAM11,2023-10,North American River Otter,0,27
BCAM11,2023-10,Northern Elephant Seal,0,27
BCAM11,2023-10,Northern Raccoon,0,27
BCAM11,2023-10,Striped Skunk,0,27
BCAM11,2023-10,Brush Rabbit,0,27
BCAM11,2023-10,Californian Sea Lion,0,27
BCAM11,2023-10,Domestic Cattle,0,27
BCAM11,2023-10,Elk,0,27
BCAM11,2023-10,Black-tailed Jackrabbit,0,27
BCAM11,2024-01,American Badger,0,31
BCAM11,2024-01,Bobcat,2,31
BCAM11,2024-01,Coyote,44,31
BCAM11,2024-01,Domestic Dog,0,31
BCAM11,2024-01,Human,0,31
BCAM11,2024-01,Human-Camera Trapper,0,31
BCAM11,2024-01,Mule Deer,0,31
BCAM11,2024-01,North American River Otter,0,31
BCAM11,2024-01,Northern Elephant Seal,0,31
BCAM11,2024-01,Northern Raccoon,0,31
BCAM11,2024-01,Striped Skunk,2,31
BCAM11,2024-01,Brush Rabbit,0,31
BCAM11,2024-01,Californian Sea Lion,0,31
BCAM11,2024-01,Domestic Cattle,0,31
BCAM11,2024-01,Elk,0,31
BCAM11,2024-01,Black-tailed Jackrabbit,0,31
BCAM11,2024-03,American Badger,0,31
BCAM11,2024-03,Bobcat,1,31
BCAM11,2024-03,Coyote,83,31
BCAM11,2024-03,Domestic Dog,0,31
BCAM11,2024-03,Human,0,31
BCAM11,2024-03,Human-Camera Trapper,0,31
BCAM11,2024-03,Mule Deer,2,31
BCAM11,2024-03,North American River Otter,0,31
BCAM11,2024-03,Northern Elephant Seal,0,31
BCAM11,2024-03,Northern Raccoon,0,31
BCAM11,2024-03,Striped Skunk,0,31
BCAM11,2024-03,Brush Rabbit,0,31
BCAM11,2024-03,Californian Sea Lion,0,31
BCAM11,2024-03,Domestic Cattle,0,31
BCAM11,2024-03,Elk,0,31
BCAM11,2024-03,Black-tailed Jackrabbit,0,31
BCAM11,2024-05,American Badger,0,31
BCAM11,2024-05,Bobcat,4,31
BCAM11,2024-05,Coyote,13,31
BCAM11,2024-05,Domestic Dog,0,31
BCAM11,2024-05,Human,0,31
BCAM11,2024-05,Human-Camera Trapper,0,31
BCAM11,2024-05,Mule Deer,5,31
BCAM11,2024-05,North American River Otter,0,31
BCAM11,2024-05,Northern Elephant Seal,0,31
BCAM11,2024-05,Northern Raccoon,0,31
BCAM11,2024-05,Striped Skunk,0,31
BCAM11,2024-05,Brush Rabbit,0,31
BCAM11,2024-05,Californian Sea Lion,0,31
BCAM11,2024-05,Domestic Cattle,0,31
BCAM11,2024-05,Elk,0,31
BCAM11,2024-05,Black-tailed Jackrabbit,0,31
BCAM11,2024-06,American Badger,0,30
BCAM11,2024-06,Bobcat,3,30
BCAM11,2024-06,Coyote,4,30
BCAM11,2024-06,Domestic Dog,0,30
BCAM11,2024-06,Human,0,30
BCAM11,2024-06,Human-Camera Trapper,0,30
BCAM11,2024-06,Mule Deer,5,30
BCAM11,2024-06,North American River Otter,0,30
BCAM11,2024-06,Northern Elephant Seal,0,30
BCAM11,2024-06,Northern Raccoon,0,30
BCAM11,2024-06,Striped Skunk,0,30
BCAM11,2024-06,Brush Rabbit,0,30
BCAM11,2024-06,Californian Sea Lion,0,30
BCAM11,2024-06,Domestic Cattle,0,30
BCAM11,2024-06,Elk,0,30
BCAM11,2024-06,Black-tailed Jackrabbit,0,30
BCAM11,2024-08,American Badger,0,31
BCAM11,2024-08,Bobcat,8,31
BCAM11,2024-08,Coyote,2,31
BCAM11,2024-08,Domestic Dog,0,31
BCAM11,2024-08,Human,0,31
BCAM11,2024-08,Human-Camera Trapper,0,31
BCAM11,2024-08,Mule Deer,7,31
BCAM11,2024-08,North American River Otter,0,31
BCAM11,2024-08,Northern Elephant Seal,0,31
BCAM11,2024-08,Northern Raccoon,1,31
BCAM11,2024-08,Striped Skunk,1,31
BCAM11,2024-08,Brush Rabbit,0,31
BCAM11,2024-08,Californian Sea Lion,0,31
BCAM11,2024-08,Domestic Cattle,0,31
BCAM11,2024-08,Elk,0,31
BCAM11,2024-08,Black-tailed Jackrabbit,0,31
BCAM11,2024-10,American Badger,0,31
BCAM11,2024-10,Bobcat,1,31
BCAM11,2024-10,Coyote,3,31
BCAM11,2024-10,Domestic Dog,0,31
BCAM11,2024-10,Human,0,31
BCAM11,2024-10,Human-Camera Trapper,2,31
BCAM11,2024-10,Mule Deer,19,31
BCAM11,2024-10,North American River Otter,0,31
BCAM11,2024-10,Northern Elephant Seal,0,31
BCAM11,2024-10,Northern Raccoon,3,31
BCAM11,2024-10,Striped Skunk,0,31
BCAM11,2024-10,Brush Rabbit,0,31
BCAM11,2024-10,Californian Sea Lion,0,31
BCAM11,2024-10,Domestic Cattle,0,31
BCAM11,2024-10,Elk,0,31
BCAM11,2024-10,Black-tailed Jackrabbit,0,31
BCAM11,2024-11,American Badger,0,30
BCAM11,2024-11,Bobcat,2,30
BCAM11,2024-11,Coyote,12,30
BCAM11,2024-11,Domestic Dog,0,30
BCAM11,2024-11,Human,0,30
BCAM11,2024-11,Human-Camera Trapper,1,30
BCAM11,2024-11,Mule Deer,8,30
BCAM11,2024-11,North American River Otter,0,30
BCAM11,2024-11,Northern Elephant Seal,0,30
BCAM11,2024-11,Northern Raccoon,4,30
BCAM11,2024-11,Striped Skunk,5,30
BCAM11,2024-11,Brush Rabbit,0,30
BCAM11,2024-11,Californian Sea Lion,0,30
BCAM11,2024-11,Domestic Cattle,0,30
BCAM11,2024-11,Elk,0,30
BCAM11,2024-11,Black-tailed Jackrabbit,0,30
BCAM11,2025-04,American Badger,0,25
BCAM11,2025-04,Bobcat,3,25
BCAM11,2025-04,Coyote,3,25
BCAM11,2025-04,Domestic Dog,0,25
BCAM11,2025-04,Human,0,25
BCAM11,2025-04,Human-Camera Trapper,0,25
BCAM11,2025-04,Mule Deer,5,25
BCAM11,2025-04,North American River Otter,0,25
BCAM11,2025-04,Northern Elephant Seal,0,25
BCAM11,2025-04,Northern Raccoon,0,25
BCAM11,2025-04,Striped Skunk,0,25
BCAM11,2025-04,Brush Rabbit,0,25
BCAM11,2025-04,Californian Sea Lion,0,25
BCAM11,2025-04,Domestic Cattle,0,25
BCAM11,2025-04,Elk,0,25
BCAM11,2025-04,Black-tailed Jackrabbit,0,25
BCAM11,2025-10,American Badger,0,20
BCAM11,2025-10,Bobcat,3,20
